ID del ticket,Asunto,Estado,Nombre completo,ID de contacto
776591,Money transfer refund (tracking number (MTCN) 6722458391),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
776622,Money transfer refund (tracking number (MTCN) 7285094541) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
776629,Money transfer refund (tracking number (MTCN) 0577270011) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
776639,Money transfer refund (tracking number (MTCN) 7416804253) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
776956,Money transfer refund (tracking number (MTCN) 7956723412),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
776958,Money transfer refund (tracking number (MTCN) 6519103235),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777033,Money transfer refund (tracking number (MTCN) 5762988097),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777085,Money transfer refund (tracking number (MTCN) 5424443901),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777115,Money transfer refund (tracking number (MTCN) 6610201870),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777127,Money transfer refund (tracking number (MTCN) 1620816751),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777154,Money transfer refund (tracking number (MTCN) 1280378401),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777157,Money transfer refund (tracking number (MTCN) 2057108421),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777158,Money transfer refund (tracking number (MTCN) 8858983051) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777163,Money transfer refund (tracking number (MTCN) 0958724945),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777181,Master Agent: Refund for D2B Rejected MT [ ref:!00D150F40r.!500Uv0PgOrP:ref ],Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777182,Money transfer refund (tracking number (MTCN) 9653485911),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777304,Money transfer refund (tracking number (MTCN) 3916686791),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777392,Money transfer refund (tracking number (MTCN) 6941309928),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777668,Money transfer refund (tracking number (MTCN) 1366618051),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
777763,Money transfer refund (tracking number (MTCN) 6196436541),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
778625,Money transfer refund (tracking number (MTCN) 3520661193),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
778679,Money transfer refund (tracking number (MTCN) 0167309218),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
778680,Money transfer refund (tracking number (MTCN) 0217151431) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
778716,Money transfer refund (tracking number (MTCN) 3121601794) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
778723,Money transfer refund (tracking number (MTCN) 3137358864),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
778726,Money transfer refund [ ref:!00D150F40r.!500Uv0PnfdN:ref ],Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779027,Money transfer refund (tracking number (MTCN) 5133942686),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779250,Money transfer refund (tracking number (MTCN) 6666390561) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779546,Money transfer refund (tracking number (MTCN) 6754156141),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779565,Money transfer refund (tracking number (MTCN) 4247312857),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779588,Money transfer refund (tracking number (MTCN) 5787399463),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779758,Money transfer refund (tracking number (MTCN) 1383848645),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779845,Money transfer refund (tracking number (MTCN) 0368311721) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779940,Money transfer refund (tracking number (MTCN) 0375313661),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779974,Money transfer refund (tracking number (MTCN) 0136279425),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
779981,Money transfer refund (tracking number (MTCN) 1816278994),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
780019,Money transfer refund (tracking number (MTCN) 9848519703),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
780067,Money transfer refund (tracking number (MTCN) 9983291239) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
780093,Money transfer refund (tracking number (MTCN) 6783123864),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
780617,Money transfer refund (tracking number (MTCN) 0473652441) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
780835,Money transfer refund (tracking number (MTCN) 2872781251) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
780918,Money transfer refund (tracking number (MTCN) 3866584978),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781218,Money transfer refund (tracking number (MTCN) 7234600513) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781250,Money transfer refund (tracking number (MTCN) 4901666539),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781251,Money transfer refund (tracking number (MTCN) 4790415554) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781262,Money transfer refund (tracking number (MTCN) 6439342806) ,Closed,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781274,Money transfer refund (tracking number (MTCN) 6899159106) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781388,Money transfer refund (tracking number (MTCN) 1763672122),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781391,Money transfer refund (tracking number (MTCN) 1237772446),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781392,Money transfer refund (tracking number (MTCN) 8257885571) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781418,Money transfer refund [ ref:!00D150F40r.!500Uv0Pt9Xj:ref ],Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781433,Money transfer refund (tracking number (MTCN) 6304517234) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
781453,Money transfer refund (tracking number (MTCN) 4924955740),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
782186,Money transfer refund (tracking number (MTCN) 0546332610),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
782213,Money transfer refund (tracking number (MTCN) 5475270258) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
782444,Money transfer refund (tracking number (MTCN) 3086413066) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
782629,Money transfer refund (tracking number (MTCN) 0024134351) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
782647,Money transfer refund (tracking number (MTCN) 0372907861) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
782794,Money transfer refund [ ref:!00D150F40r.!500Uv0PxKZ3:ref ],Open,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783070,Money transfer refund (tracking number (MTCN) 6230718521) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783357,Money transfer refund (tracking number (MTCN) 9216900943),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783386,Money transfer refund (tracking number (MTCN) 7336105671),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783481,Money transfer refund (tracking number (MTCN) 7986263851),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783492,Money transfer refund (tracking number (MTCN) 9759771100),Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783645,Money transfer refund (tracking number (MTCN) 6115119897) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783658,Money transfer refund (tracking number (MTCN) 3608831452) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783782,Money transfer refund (tracking number (MTCN) 2108425103) ,Open,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783804,Money transfer refund (tracking number (MTCN) 1167100190) ,Resolved,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783832,Money transfer refund (tracking number (MTCN) 6329167282),Open,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783838,Money transfer refund (tracking number (MTCN) 0047085404),Open,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783880,Money transfer refund (tracking number (MTCN) 2963533861) ,Open,Refundnotification-noreply,refundnotification-noreply@westernunion.com
783901,Money transfer refund (tracking number (MTCN) 2867565848),Open,Refundnotification-noreply,refundnotification-noreply@westernunion.com
